date,spy,vix,skew,pc_ratio,pc_sma10,pc_sma20,pc_sma50,sma50,ext_raw,mom_raw,adl_level,adl_roc20,b50_raw,vix_phi,ext_phi,mom_phi,skew_phi,adl_phi,b50_phi,spike_flag,compressed,trigger_days,vix_score,ext_score,mom_score,adl_score,b50_score,pc_score,skew_score,vix_state,ext_state,mom_state,adl_state,b50_state,pc_state,skew_state,mrs_score,spx,zero_gamma,gamma_score,gamma_state,b20_pct,b50_pct,b20_phi,b20_score,b20_state,volume,price_60d_chg,vol_60d_chg,vol_divergence,vol_score,vol_state
2005-05-10,116.60001,14.91,,,,,,116.60001,0.0,,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,74613500.0,,,0,0.0,No data
2005-05-11,117.24001,14.45,,,,,,116.92000999999999,0.002736913895234934,,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,91647400.0,,,0,0.0,No data
2005-05-12,115.95,16.12,,,,,,116.59667333333334,-0.005546241713814529,,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,95086800.0,,,0,0.0,No data
2005-05-13,115.72,16.31999,,,,,,116.377505,-0.005649760235021368,,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,85267000.0,,,0,0.0,No data
2005-05-16,116.8,15.68,,,,,,116.46200400000001,0.0029021997595025904,,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,49207000.0,,,0,0.0,No data
2005-05-17,117.58,14.57,,,,,,116.64833666666668,0.007986940576749346,0.04832666666668217,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,61071800.0,,,0,0.0,No data
2005-05-18,118.78999,13.63,,,,,,116.95428714285715,0.015695900526507225,0.03427714285716377,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,77944900.0,,,0,0.0,No data
2005-05-19,119.28999,13.32,,,,,,117.24625,0.01743117583718029,0.6495766666666611,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,61768100.0,,,0,0.0,No data
2005-05-20,119.12,13.14,,,,,,117.45444444444443,0.014180438751667444,1.0769394444444345,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,46345500.0,,,0,0.0,No data
2005-05-23,119.78,12.95,,,,,,117.68699999999998,0.01778446217509171,1.224995999999976,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,51047900.0,,,0,0.0,No data
2005-05-24,119.5,12.69,,,,,,117.85181818181817,0.01398520484121052,1.2034815151514948,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,50654100.0,,,0,0.0,No data
2005-05-25,119.41,12.58,,,,,,117.98166666666667,0.012106400711974974,1.0273795238095147,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,47608800.0,,,0,0.0,No data
2005-05-26,120.05,12.24,,,,,,118.14076923076922,0.016160642779474335,0.8945192307692196,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,43256200.0,,,0,0.0,No data
2005-05-27,120.25,12.15,,,,,,118.29142857142857,0.016557171151152145,0.8369841269841345,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,24596100.0,,,0,0.0,No data
2005-05-31,119.48,13.29,,,,,,118.37066666666666,0.009371691184753029,0.6836666666666815,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,43377200.0,,,0,0.0,No data
2005-06-01,120.5,12.36,,,,,,118.50375,0.016845458477052443,0.6519318181818221,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,69611000.0,,,0,0.0,No data
2005-06-02,120.75999,11.84,,,,,,118.63647,0.017899386251124964,0.6548033333333336,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,39704500.0,,,0,0.0,No data
2005-06-03,120.14999,12.15,,,,,,118.72055444444443,0.012040337599876008,0.5797852136752084,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,60999400.0,,,0,0.0,No data
2005-06-06,120.03999,12.28,,,,,,118.78999842105263,0.01052270052666187,0.4985698496240616,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,36046400.0,,,0,0.0,No data
2005-06-07,120.13,12.39,,,,,,118.8569985,0.010710362166852063,0.4863318333333382,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,66501300.0,,,0,0.0,No data
2005-06-08,119.91,12.7,,,,,,118.90714142857144,0.008433964178938632,0.40339142857143884,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,46881200.0,,,0,0.0,No data
2005-06-09,120.48,12.08,,,,,,118.978635,0.012618778152901208,0.3421649999999943,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,56653300.0,,,0,0.0,No data
2005-06-10,120.2,11.96,,,,,,119.03173782608695,0.009814711565582248,0.3111833816425218,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,36465300.0,,,0,0.0,No data
2005-06-13,120.58,11.65,,,,,,119.09624874999999,0.01245842136568564,0.3062503289473568,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,49383200.0,,,0,0.0,No data
2005-06-14,120.86,11.79,,,,,,119.1667988,0.014208665643873991,0.30980029999999203,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,33857100.0,,,0,0.0,No data
2005-06-15,121.09,11.46,,,,,,119.24076807692308,0.01550838654346788,0.3336266483516397,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,53195600.0,,,0,0.0,No data
2005-06-16,121.39999,11.15,,,,,,119.32073925925926,0.017425727946781874,0.34210425925925847,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,46564500.0,,,0,0.0,No data
2005-06-17,121.36,11.48,,,,,,119.39357,0.01647014994191063,0.3618321739130437,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,51529400.0,,,0,0.0,No data
2005-06-20,121.39999,11.47,,,,,,119.46275689655172,0.01621620958509954,0.36650814655173747,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,41019400.0,,,0,0.0,No data
2005-06-21,121.47,11.08,,,,,,119.52966500000001,0.016233083226661685,0.36286620000001335,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,39879800.0,,,0,0.0,No data
2005-06-22,121.57001,11.05,,,,,,119.59548258064517,0.01651005018541041,0.3547145037220929,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,46310100.0,,,0,0.0,No data
2005-06-23,119.86,12.13,,,,,,119.60374875,0.0021425018252198003,0.28300949074073856,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,62185600.0,,,0,0.0,No data
2005-06-24,118.98,12.18,,,,,,119.58484727272727,-0.005057892254090055,0.19127727272727668,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,58572500.0,,,0,0.0,No data
2005-06-27,119.14999,12.52,,,,,,119.57205735294119,-0.003529815930952552,0.1093004563894624,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,48183800.0,,,0,0.0,No data
2005-06-28,120.14999,11.58,,,,,,119.58856971428571,0.004694598213320932,0.05890471428570265,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,41174200.0,,,0,0.0,No data
2005-06-29,119.83,11.77,,,,,,119.5952761111111,0.0019626518414558565,-0.00020646953406355806,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,42316500.0,,,0,0.0,No data
2005-06-30,119.17999,12.04,,,,,,119.58405216216215,-0.003378896724575106,-0.019696587837842117,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,62288800.0,,,0,0.0,No data
2005-07-01,119.53,11.4,,,,,,119.58262973684211,-0.0004401118871354965,-0.002217535885165489,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,49737500.0,,,0,0.0,No data
2005-07-05,120.49001,11.68,,,,,,119.60589589743589,0.007391893985913999,0.03383854449469936,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,51549000.0,,,0,0.0,No data
2005-07-06,119.48,12.27,,,,,,119.6027485,-0.0010263016656343825,0.014178785714292985,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,52363600.0,,,0,0.0,No data
2005-07-07,119.95,12.49,,,,,,119.61121804878049,0.0028323593451021678,0.0159419376693819,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,103268800.0,,,0,0.0,No data
2005-07-08,121.32001,11.45,,,,,,119.65190357142858,0.013941327958694872,0.06785140926642441,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,64491200.0,,,0,0.0,No data
2005-07-11,121.94,11.28,,,,,,119.70511511627907,0.018669919673440873,0.12248537943696647,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,49688300.0,,,0,0.0,No data
2005-07-12,122.25999,10.95,,,,,,119.76318045454545,0.0208478894429677,0.15728455710956268,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,51871100.0,,,0,0.0,No data
2005-07-13,122.42999,10.84,,,,,,119.82244288888889,0.021761758884594685,0.21969438888888249,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,41182300.0,,,0,0.0,No data
2005-07-14,122.91,10.81,,,,,,119.88956369565217,0.025193488167288763,0.27834564687168495,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,63638800.0,,,0,0.0,No data
2005-07-15,122.84,10.33,,,,,,119.95233893617022,0.024073403565447623,0.3004353647416451,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,56075900.0,,,0,0.0,No data
2005-07-18,122.35001,10.77,,,,,,120.00229041666667,0.019563956447678468,0.2971753003875932,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,56598400.0,,,0,0.0,No data
2005-07-19,123.02,10.45,,,,,,120.0638763265306,0.02462125798295732,0.30069587198515535,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,59165700.0,,,0,0.0,No data
2005-07-20,123.44,10.23,,,,,,120.1313988,0.027541518978800056,0.30895591111111287,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,69477000.0,,,0,0.0,No data
2005-07-21,122.72,10.97,,,,,,120.2537986,0.020508303510671826,0.3642349043478248,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,101110900.0,,,0,0.0,No data
2005-07-22,123.53999,10.52,,,,,,120.37979820000001,0.026251844971110713,0.42745926382978894,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,52607100.0,,,0,0.0,No data
2005-07-25,123.19,11.1,,,,,,120.5245982,0.02211500257878477,0.522307783333332,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,57301600.0,,,0,0.0,No data
2005-07-26,123.34,10.99,,,,,,120.6769982,0.0220671862883643,0.613121873469396,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,42758800.0,,,0,0.0,No data
2005-07-27,123.78999,10.36,,,,,,120.816798,0.02460909450687476,0.6853992000000062,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,43181600.0,,,0,0.0,No data
2005-07-28,124.57001,10.52,,,,,,120.9565982,0.029873622884344597,0.7027996000000059,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,47880700.0,,,0,0.0,No data
2005-07-29,123.74001,11.57,,,,,,121.0555986,0.022175028920967246,0.6758003999999858,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,62358100.0,,,0,0.0,No data
2005-08-01,123.64999,12.08,,,,,,121.14279859999999,0.020696165426047956,0.6182003999999921,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,40418200.0,,,0,0.0,No data
2005-08-02,124.39,11.75,,,,,,121.2481986,0.025912149098106317,0.5712003999999951,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,45147400.0,,,0,0.0,No data
2005-08-03,124.72,11.83,,,,,,121.3469986,0.027796331503167418,0.5302006000000006,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,36837200.0,,,0,0.0,No data
2005-08-04,123.72,12.52,,,,,,121.43139860000001,0.018846866843218506,0.47480040000000656,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,-0.5,,,0.0,No data,,,,0.0,No data,50855600.0,0.061063373836760304,-0.31841288774819565,1,-0.5,Divergence (bearish)
2005-08-05,122.88,12.48,,,,,,121.5007986,0.011351377241071069,0.4451999999999998,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,-0.5,,,0.0,No data,,,,0.0,No data,53595500.0,0.048106358912797687,-0.41519890362410716,1,-0.5,Divergence (bearish)
2005-08-08,122.64999,13.21,,,,,,121.55279840000001,0.00902646104772844,0.4099998000000227,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,-0.5,,,0.0,No data,,,,0.0,No data,47616000.0,0.05778344113842171,-0.49923648708338064,1,-0.5,Divergence (bearish)
2005-08-09,123.39,12.4,,,,,,121.6155984,0.014590246837941839,0.36739980000000116,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,-0.5,,,0.0,No data,,,,0.0,No data,47170000.0,0.06628067749740763,-0.4467965332426378,1,-0.5,Divergence (bearish)
2005-08-10,123.33,12.38,,,,,,121.6925984,0.013455227528447647,0.345599799999988,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,72863700.0,0.05590753424657535,0.48075883512508377,0,0.0,Normal
2005-08-11,123.82001,12.42,,,,,,121.7589986,0.016926973970694256,0.3275999999999897,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,58570200.0,0.053070335091001786,-0.040961622221712846,0,0.0,Normal
2005-08-12,123.06,12.74,,,,,,121.80499879999999,0.01030336367443082,0.3042001999999968,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,-0.5,,,0.0,No data,,,,0.0,No data,54776900.0,0.03594587389055248,-0.29723561131004084,1,-0.5,Divergence (bearish)
2005-08-15,123.82001,12.26,,,,,,121.8783992,0.01593072121675842,0.3256007999999895,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,-0.5,,,0.0,No data,,,,0.0,No data,36208500.0,0.03797485438635717,-0.4137993559782477,1,-0.5,Divergence (bearish)
2005-08-16,122.21001,13.52,,,,,,121.9217996,0.0023638955539169795,0.30620120000000384,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,71942100.0,0.02594031229012761,0.552299576010616,0,0.0,Normal
2005-08-17,122.2,13.3,,,,,,121.9631996,0.0019415725462814688,0.27060120000000154,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,62275100.0,0.02020370679579231,0.21993461043451346,0,0.0,Normal
2005-08-18,122.19,13.42,,,,,,122.0087996,0.0014851420601960784,0.24980100000000505,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,53388600.0,0.02251046025104597,0.05398378413593363,0,0.0,Normal
2005-08-19,122.47,13.42,,,,,,122.04859960000002,0.0034527262203832916,0.24360080000002426,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,-0.5,,,0.0,No data,,,,0.0,No data,39842100.0,0.025625994472824765,-0.1631358068256289,1,-0.5,Divergence (bearish)
2005-08-22,122.47,13.42,,,,,,122.09399959999999,0.0030795976971173733,0.21560039999998537,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,69912000.0,0.020158267388588058,0.6162307368654667,0,0.0,Normal
2005-08-23,122.24001,13.34,,,,,,122.1271998,0.0009237106900407162,0.2054001999999997,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,55168600.0,0.01654893970893978,1.2429816109057938,0,0.0,Normal
2005-08-24,121.14999,14.17,,,,,,122.1329996,-0.008048681381931789,0.16980000000000928,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,79104600.0,0.013977150987612985,0.8236446796934795,0,0.0,Normal
2005-08-25,121.59,13.73,,,,,,122.1429996,-0.00452747682479539,0.13419999999999277,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,-0.5,,,0.0,No data,,,,0.0,No data,35631100.0,0.009045643153527072,-0.4881398054905115,1,-0.5,Divergence (bearish)
2005-08-26,120.75999,13.72,,,,,,122.1301996,-0.011219252932425369,0.08159999999998035,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,61956800.0,0.0,0.5604478081829516,0,0.0,Normal
2005-08-29,121.69,13.52,,,,,,122.13679960000002,-0.0036581898450204664,0.04280000000002815,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,56179200.0,0.012817395989795699,-0.07902044938146935,0,0.0,Normal
2005-08-30,121.05,13.65,,,,,,122.1297998,-0.008841411365352976,0.002600000000001046,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,74160200.0,0.008413946052477916,1.0573538550312929,0,0.0,Normal
2005-08-31,122.58,12.6,,,,,,122.15199980000001,0.0035038329352016498,0.019000200000007794,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,102945200.0,0.020394572546408085,0.548017858297507,0,0.0,Normal
2005-09-01,122.49001,13.15,,,,,,122.1703998,0.002616101776888837,0.027400200000002428,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,74578700.0,0.021516220498707384,0.590801856607766,0,0.0,Normal
2005-09-02,122.27,13.57,,,,,,122.2185998,0.00042055955545310645,0.08840020000000948,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,-0.5,,,0.0,No data,,,,0.0,No data,47653400.0,0.014857237715803384,-0.15885923679644431,1,-0.5,Divergence (bearish)
2005-09-06,123.7,12.93,,,,,,122.3129998,0.011339761123249,0.1762001999999825,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,57251300.0,0.02911813643926786,0.5700213627750217,0,0.0,Normal
2005-09-07,123.91,12.52,,,,,,122.4082,0.01226878591466914,0.278400199999993,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,-0.5,,,0.0,No data,,,,0.0,No data,41749700.0,0.027616520152595747,-0.15457686014677052,1,-0.5,Divergence (bearish)
2005-09-08,123.5,12.93,,,,,,122.4752002,0.008367406612330621,0.3232003999999904,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,0.0,,,0.0,No data,,,,0.0,No data,39068700.0,0.021843455237464893,0.15392930877127697,0,0.0,Normal
2005-09-09,124.60001,11.98,,,,,,122.5706004,0.016557066648749105,0.4002006000000051,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,-0.5,,,0.0,No data,,,,0.0,No data,43093900.0,0.028986786687587696,-0.18989728473783551,1,-0.5,Divergence (bearish)
2005-09-12,124.35001,11.65,,,,,,122.67400080000002,0.013662301621127053,0.45540100000000905,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No data,No data,No data,No data,No data,No data,No data,-0.5,,,0.0,No data,,,,0.0,No data,33017600.0,0.024300002001647503,-0.290927638007495,1,-0.5,Divergence (bearish)
