time,open,high,low,close,SKEW �� CBOE: c,S5TW �� INDEX: c,PC �� USI: c,VIX �� TVC: c,Volume,Advance Decline Line
10/08/2004,107.31,108.41,107.25999,108.22,119.62,,,17.46999,56101696,65.02298217
11/08/2004,107.66,108.33,107.10001,108.16,121.73,,,18.03999,53001200,63.43256972
12/08/2004,107.62,107.95,106.63,106.98,117.65,,,19.07999,50037808,60.31201463
13/08/2004,107.12,107.35001,106.59,107.19,117.9,,,17.98,41640800,61.86403239
16/08/2004,107.14,108.64,107.10001,108.3,122.56,,,17.56999,45747008,64.82440053
17/08/2004,108.75,109.28,108.53,108.91,120.09,,,17.01999,40775104,66.51641212
18/08/2004,108.53999,110.17,108.49001,110.03,119.5,,,16.23,43204192,69.5503729
19/08/2004,109.81,110.02,109.17999,109.71001,120.3,,,16.95999,39968800,68.24427859
20/08/2004,109.61,110.63,109.50999,110.48,120.67,,,16,44893696,71.25414936
23/08/2004,110.55,110.77,110.05,110.2,120.01,,,15.88,33850304,69.00177933
24/08/2004,110.69,110.73,109.85001,110.35001,119.79,,,15.33,30553600,70.68376026
25/08/2004,110.33,111.27,109.89999,111.10001,120.97,,,14.98,38582000,73.29144122
26/08/2004,110.99001,111.31,110.85001,111.10001,119.05,,,14.91,26634096,74.38049884
27/08/2004,111.23,111.63,111.05,111.45,118.7,,,14.71,24904704,76.56423589
30/08/2004,111.23,111.34,110.45,110.53,117.71,,,15.44,26729808,74.49839065
31/08/2004,110.66,111.16,110.10001,111.11,118.73,,,15.29,44207808,77.34376477
01/09/2004,110.94,111.64,110.48,111.32001,119.17,,,14.91,52792608,79.20846962
02/09/2004,111.24001,112.7,111.24001,112.58,122.2,,,14.28,42831392,81.86757965
03/09/2004,112.27,112.82001,112.00999,112.12,122.27,,,13.91,30491600,80.31644618
07/09/2004,112.53999,113.13,112.32001,112.86,122.16,,,14.07,37352496,83.32422426
08/09/2004,112.62,113.06,112.31,112.58,122.49,,,14.06,33004800,81.31262996
09/09/2004,112.57001,112.88,112.03,112.48,125.92,,,14.01,34332400,83.10889344
10/09/2004,112.52,113.27,112.08,113.06,128.33,,,13.76,27914608,84.51325174
13/09/2004,113.31,113.74001,113.00999,113.42999,120.47,,,13.17,44537904,85.88448537
14/09/2004,113.3,113.69,113.19,113.66,127.52,,,13.56,28067296,85.20095548
15/09/2004,113.3,113.36,112.67999,112.8,125.5,,,14.64,38458800,83.55030783
16/09/2004,112.94,113.37,112.8,113.14,120.13,,,14.39,23917504,86.47344235
17/09/2004,112.91,113.36,112.69,113.14999,117.16,,,14.03,33694496,87.27651616
20/09/2004,112.67,112.99001,112.28,112.47,125.15,,,14.43,37189808,85.51841801
21/09/2004,112.75,113.47,112.53999,112.96001,123.7,,,13.66,40929392,88.12250134
22/09/2004,112.5,112.52,111.47,111.55,123.18,,,14.74,49169200,85.31944179
23/09/2004,111.60001,111.7,110.95,110.95,118.27,,,14.8,44090304,84.2050675
24/09/2004,111.17,111.73,111.13,111.46001,124.86,,,14.28,35011600,85.6316758
27/09/2004,111.10001,111.2,110.58,110.75,122.5,,,14.62,39672096,83.46216735
28/09/2004,110.91,111.50999,110.41,111.28,121.25,,,13.83,41702304,85.79421828
29/09/2004,111.21001,111.85001,111,111.84,118.4,,,13.21,33866704,87.17195126
30/09/2004,111.55,111.98,111.25999,111.75999,117.56,,,13.34,43592096,89.12576581
01/10/2004,112.25999,113.64999,112.21001,113.64999,120.66,,,12.75,62844304,91.95557367
04/10/2004,114.09,114.44,113.8,113.84,117.69,,,13.41,33587104,93.66399375
05/10/2004,113.85001,114.16,113.53999,113.89999,118.8,,,13.95,37162704,93.90063694
06/10/2004,113.77,114.67999,113.67999,114.62,117.45,,,13.28,42297808,96.24432147
07/10/2004,114.38,114.39999,113.36,113.45,116.56,,,14.5,39410304,93.55628056
08/10/2004,113.14999,113.7,112.35001,112.50999,117.1,,,15.05,51882800,92.67545023
11/10/2004,112.78,113.02,112.64,112.97,122.4,,,14.71,20246192,93.63489267
12/10/2004,112.2,112.83,111.94,112.53,119.6,,,15.05,41855296,92.69208363
13/10/2004,113,113.07001,111.32001,111.53999,116.25,,,15.42,54434304,90.04101422
14/10/2004,111.75,111.92999,110.58,110.64,114.85,,,16.42999,64549392,88.36310343
15/10/2004,111.03999,111.74001,110.57001,111.25999,116.72,,,15.04,63483392,90.61453976
18/10/2004,110.89,111.89999,110.7,111.67999,116.43,,,14.71,43762608,91.59189531
19/10/2004,112.02,112.23,110.59,110.74001,116.09,,,15.13,56057808,89.4464487
20/10/2004,110.38,110.82001,109.75,110.52,114.75,,,14.85,57174896,90.91469176
21/10/2004,110.78999,111.32001,110.21001,111.24001,115.52,,,14.54,53261696,93.16113598
22/10/2004,111.19,111.25,109.86,109.99001,114.41,,,15.28,48759808,91.07175396
25/10/2004,109.75,110.12,109.35001,109.86,114.19,,,16.57999,44055392,92.12269526
26/10/2004,110.10001,111.60001,109.88,111.53999,114.31,,,16.39,54483296,94.66862374
27/10/2004,111.38,113.10001,111.12,112.88,116.27,,,15.72,73928496,96.98660041
28/10/2004,112.78,113.56,112.49001,113.22,116.73,,,15.39,54427008,97.25104336
29/10/2004,113.17999,113.64,112.89999,113.2,116.04,,,16.26999,48824800,98.90707
01/11/2004,113.56,113.84,113.2,113.50999,116.74,,,16.26999,36770896,100.6493094
02/11/2004,113.67,114.57001,113.22,113.55,114.08,,,16.17999,56258496,101.4714566
03/11/2004,115.03,115.36,114.24001,114.98,118.26,,,14.04,77030000,104.8905208
04/11/2004,114.78,116.67,114.67999,116.55,117.47,,,13.97,55456704,108.4670007
05/11/2004,117.05,117.64,116.49001,117.28,116.36,,,13.84,63308496,107.8237332
08/11/2004,116.98,117.23,116.72,117.11,111.51,,,13.8,34161200,105.6368156
09/11/2004,117.08,117.5,116.75999,116.88,113.33,,,13.61,44713200,107.109735
10/11/2004,117.06,117.55,116.75999,116.97,111.03,,,13.08,45270192,108.5383064
11/11/2004,117.17999,118.12,117.10001,117.86,109.39,,,13.04,38408000,111.4135875
12/11/2004,117.97,119,117.67999,118.78999,111.91,,,13.33,55641808,114.3866302
15/11/2004,118.5,118.77,118.23,118.73,111.26,,,13.38,35299392,115.505636
16/11/2004,118.36,118.41,117.73,117.88,110.01,,,13.21,40136704,113.5721258
17/11/2004,118.37,119.14,118.07001,118.58,109.56,,,13.21,54935008,115.9953468
18/11/2004,118.49001,118.8,118.23,118.74001,110.42,,,12.98,31910704,115.7875838
19/11/2004,118.7,118.72,117.14,117.42,111.59,,,13.5,54280096,112.7541166
22/11/2004,117.17,118.12,117.03,117.98,111.41,,,12.97,37566496,115.2605599
23/11/2004,117.92999,118.25999,117.37,118.16,108.42,,,12.67,41973008,117.2145768
24/11/2004,118.27,118.59,118.05,118.44,114.51,,,12.72,29732800,119.7544004
26/11/2004,118.50999,118.98,118.3,118.35001,111.53,,,12.79,15490000,121.0861605
29/11/2004,118.78999,119.00999,117.48,117.81,111.27,,,13.3,61760608,119.4604739
30/11/2004,118,118.24001,117.64,117.89,108.85,,,13.24,54476096,117.7366125
01/12/2004,118.16,119.5,118.10001,119.23,111.46,,,12.97,49909904,120.4411061
02/12/2004,119.10001,119.87,119.00999,119.33,111.76,,,12.98,60177104,118.1784399
03/12/2004,119.27,120.14,119.09,119.25,114.02,,,12.96,49073696,120.3017912
06/12/2004,119.21001,119.64,118.84,119.21001,113.07,,,13.19,33045104,118.683444
07/12/2004,119.49001,119.62,118.03999,118.10001,110.52,,,13.67,52105696,115.5756581
08/12/2004,118.21001,118.82001,118.00999,118.78999,109.73,,,13.19,43901104,117.4815644
09/12/2004,118.14,119.46001,117.73,119.21001,111,,,12.88,60953104,118.6545462
10/12/2004,118.88,119.56,118.85001,119.33,113.86,,,12.76,47852800,119.7272461
13/12/2004,119.75999,120.39999,119.35001,120.37,115.55,,,12.54,38708896,121.8158626
14/12/2004,120.17999,120.96001,120.17999,120.78999,117,,,12.73,41736096,123.7595132
15/12/2004,120.7,121.11,120.31,120.88,117.3,,,12.35,46759296,126.1565453
16/12/2004,120.72,121.24001,120.03999,120.81,120.27,,,12.27,51650192,123.7436561
17/12/2004,119.46001,119.97,119.16,119.44,117.95,,,11.95,71183008,124.4252476
20/12/2004,119.75,120.28999,119.17,119.47,116.96,,,11.83,47201392,123.7417177
21/12/2004,119.60001,120.48,119.07001,120.39,119.41,,,11.55,33197600,126.5100734
22/12/2004,120.38,121.08,120.05,120.67999,116.1,,,11.45,31507904,128.0719293
23/12/2004,120.87,121.28,120.09,120.77,117.81,,,11.23,25647696,129.4279994
27/12/2004,121.2,121.36,120.39,120.52,115.03,,,12.14,29984304,127.2508827
28/12/2004,120.64,121.33,120.60001,121.17999,114.27,,,12,23429296,130.2078747
29/12/2004,121.08,121.39999,120.95,121.36,115.17,,,11.62,23770192,131.1048202
30/12/2004,121.39999,121.57001,121.03999,121.13,116.67,,,12.56,21079696,132.6604551
31/12/2004,121.3,121.66,120.8,120.87,116.01,,,13.29,28655600,133.7841872
03/01/2005,121.56,121.75999,119.89999,120.3,118.38,,,14.08,55997600,130.8998627
04/01/2005,120.46001,120.53999,118.44,118.73,116.03,,,13.98,69258880,127.4579245
05/01/2005,118.74001,119.25,118,118.00999,114.72,,,14.09,65871680,124.560244
06/01/2005,118.44,119.14999,118.25999,118.61,114.15,,,13.58,48281808,126.2584955
07/01/2005,118.97,119.23,118.13,118.44,114.95,,,13.49,55853600,124.8089211
10/01/2005,118.34,119.46001,118.34,119,116.92,,,13.23,56796496,126.9869937
11/01/2005,118.64,118.74001,117.99001,118.17999,115.29,,,13.19,63353392,124.3338896
12/01/2005,118.39999,118.84,117.52,118.57001,110.89,,,12.56,74303376,125.8572126
13/01/2005,118.64,118.73,117.5,117.62,112.57,,,12.84,55780000,124.8166557
14/01/2005,117.97,118.53,117.75999,118.24001,117.02,,,12.43,42033600,127.3279207
18/01/2005,118.05,119.62,117.95,119.47,117.55,,,12.47,57437008,130.1881571
19/01/2005,119.42999,119.52,118.21001,118.22,115.4,,,13.18,54907808,128.0635351
20/01/2005,117.89,118.2,117.28999,117.5,115.37,,,13.83,72090000,125.3602607
21/01/2005,117.78999,118,116.64999,116.78,123.58,,,14.36,63274704,124.2088083
24/01/2005,117.09,117.34,116.37,116.55,120.1,,,14.65,58554800,121.7645581
25/01/2005,116.91,117.47,116.72,116.88,121.29,,,14.06,68335312,121.3582964
26/01/2005,117.32001,117.60001,117.03999,117.23,121.28,,,13.44,57442896,124.5297534
27/01/2005,117.19,117.75,116.98,117.42999,125.01,,,13.24,56600496,126.3282789
28/01/2005,117.49001,117.55,116.61,117.42999,119.22,,,13.24,60814096,125.2253306
31/01/2005,117.97,118.25,117.71001,118.16,119.87,,,12.82,54141296,129.2696061
01/02/2005,118.25,119.08,118.10001,118.91,119.92,,,12.03,52014000,132.4702158
02/02/2005,119.06,119.59,118.89999,119.27,121.2,,,11.66,52606304,135.0388149
03/02/2005,119.06,119.16,118.57001,118.96001,118.52,,,11.79,49143104,134.0295981
04/02/2005,119,120.42999,118.98,120.23,123.18,,,11.21,50015008,138.6062186
07/02/2005,120.25,120.52,119.96001,120.07001,119.47,,,11.73,46212800,139.5577465
08/02/2005,120.17,120.64999,120.07001,120.21001,120.75,,,11.6,39454800,141.3362412
09/02/2005,120.42,120.49001,119.25,119.31,118.59,,,12,55382896,138.6401668
10/02/2005,119.66,120.02,119.25999,119.74001,119.71,,,11.51,46020608,140.3788412
11/02/2005,119.7,121.03999,119.46001,120.77,123.73,,,11.43,53271104,143.4864985
14/02/2005,120.69,120.86,120.48,120.67999,118.9,,,11.52,32548896,145.0772883
15/02/2005,120.8,121.42999,120.67999,121.13,121.3,,,11.27,44440096,146.1185426
16/02/2005,120.92999,121.46001,120.67,121.21001,122.1,,,11.1,51789008,147.1285931
17/02/2005,121.23,121.33,120.22,120.23,123.75,,,11.77,58153808,143.6900572
18/02/2005,120.17,120.48,119.89999,120.39,127.87,,,11.18,49544192,140.7175052
22/02/2005,119.89999,120.47,118.58,118.60001,124.5,,,13.14,80842192,135.8805406
23/02/2005,118.92999,119.57001,118.62469,119.45,126.82,,,12.39,68308688,138.754065
24/02/2005,119.24001,120.32001,118.98,120.24001,125.33,,,11.57,69306368,142.3554116
25/02/2005,120.27,121.67,120.17999,121.42999,126.89,,,11.49,61173392,146.7312019
28/02/2005,121.14999,121.3,120.03999,120.63,119.82,,,12.08,69426688,144.3844931
01/03/2005,120.78,121.52,120.78,121.23,118.15,,,12.04,47569296,147.3565855
02/03/2005,120.75999,121.92999,120.64999,121.17,116.6,,,12.5,64233296,146.0255186
03/03/2005,121.66,121.89999,120.7,121.22,122.87,,,12.93,62098608,147.4434884
04/03/2005,122.05,122.83,121.78999,122.73,121.98,,,11.94,56172608,151.4169922
07/03/2005,122.66,123.25,122.59,122.78999,123.86,,,12.26,43808192,152.3884963
08/03/2005,122.67,123,122.11,122.33,127.25,,,12.4,44665808,149.8569746
09/03/2005,121.97,122.28999,120.96001,120.97,115.85,,,12.7,73601376,145.1665588
10/03/2005,121.2,121.5,120.39999,121.24001,118.5,,,12.49,65303392,142.8396222
11/03/2005,121.31,121.72,120.16,120.39,114.64,,,12.8,58132704,140.0056762
14/03/2005,120.61,121.16,120.28,121.14,113.03,,,12.39,36338704,141.5963688
15/03/2005,121.42,121.46001,120.08,120.14,115.41,,,13.15,62465808,138.6294733
16/03/2005,119.7,119.88,118.89999,119.12,112.82,,,13.49,76723872,134.9825567
17/03/2005,119.31,119.74001,118.98,119.36,115.02,,,13.29,62726400,137.2883008
18/03/2005,119.11,119.53,118.14999,118.53999,121.75,,,13.14,61884192,134.3166398
21/03/2005,118.71001,118.78,117.75999,118.10001,117.72,,,13.61,61430608,130.9284249
22/03/2005,118.37,118.92999,116.89999,116.89999,117.15,,,14.27,93324624,126.7202079
23/03/2005,116.94501,117.72,116.75,117,116.35,,,14.06,71946000,121.7502984
24/03/2005,117.46001,117.99001,117.06,117.14,119.08,,,13.42,52019200,124.050546
28/03/2005,117.42,117.94,117.31,117.31,114.21,,,13.75,46941504,121.9329117
29/03/2005,117.14,117.89999,116.25,116.53,117.21,,,14.49,73040192,118.1976231
30/03/2005,116.78,118.2,116.77,118.17999,117.36,,,13.64,62896704,122.1215798
31/03/2005,118.19,118.46001,117.87,117.96001,118.51,,,14.02,65048800,124.769607
01/04/2005,118.63,118.99001,116.91,117.42999,116.28,,,14.09,97394816,123.8698716
04/04/2005,117.36,117.86,116.74001,117.63,117.6,,,14.11,71609504,124.966403
05/04/2005,117.78,118.38,117.67,118.19,118.07,,,13.68,50079904,126.7889943
06/04/2005,118.45,118.95,118.17999,118.60001,115.82,,,13.15,53311696,128.7587658
07/04/2005,118.41,119.25999,118.32001,119.24001,115.81,,,12.33,47225504,131.0359498
08/04/2005,119.17,119.21001,118,118,114.01,,,12.62,64288800,127.7259583
11/04/2005,118.28999,118.42,117.83,118.09,112.55,,,11.98,45858000,125.9847188
12/04/2005,117.89,119.06,117.07001,118.7,111.18,,,11.3,86547680,128.5050904
13/04/2005,118.56,118.8,117.13,117.3,121.01,,,13.31,66058192,124.6753819
14/04/2005,117.44,117.5,115.77,115.77,115.82,,,14.53,99638816,120.4119947
15/04/2005,115.74001,116.2,114.10001,114.14999,120.41,,,17.73999,134028816,116.1859593
18/04/2005,114.12,114.96001,113.96001,114.5,117.85,,,16.56,100314816,118.8029203
19/04/2005,115.10001,115.71001,114.83,115.41,121.86,,,14.96,68397120,123.4320208
20/04/2005,115.39999,115.63,113.55,113.8,119.97,,,16.92,114822128,119.5737731
21/04/2005,114.78999,116.21001,114.38,116.00999,122.8,,,14.41,87459504,123.4301222
22/04/2005,115.74001,116.5,114.27,115.57001,120.59,,,15.38,89839504,121.1546491
25/04/2005,115.86,116.5,115.72,116.33,121.68,,,14.62,52363504,124.7506895
26/04/2005,115.96001,116.77,115.14999,115.2,118.98,,,14.91,75363808,121.4276101
27/04/2005,114.86,116.07001,114.44,115.64999,123.91,,,14.87,85186128,122.2804129
28/04/2005,115.27,115.67999,114.2,114.2,117.28,,,16.85999,74218192,118.8674013
29/04/2005,115.07001,115.87,113.97,115.75,116.12,,,15.31,104283312,122.0952363
02/05/2005,116.07001,116.41,115.52,116.39999,119.44,,,15.12,56057104,124.7037078
03/05/2005,116.07001,116.85001,115.69,116.60001,118.29,,,14.53,86824192,123.7810208
04/05/2005,116.64999,117.75,116.28,117.5,120.47,,,13.85,82477632,128.4050686
05/05/2005,117.67,118,116.74001,117.46001,122.82,,,13.98,97322816,129.6902477
06/05/2005,117.92999,117.99001,117.06,117.09,119.54,,,14.05,69602880,128.6737177
09/05/2005,117.21001,118.08,117.05,117.82001,119.57,,,13.75,43971808,132.0866178
10/05/2005,117.36,117.5,116.39,116.60001,117.85,,,14.91,75030624,128.8687877
11/05/2005,116.92999,117.39999,115.85001,117.24001,120.91,,,14.45,92009312,130.013132
12/05/2005,117.32001,117.59,115.41,115.95,117.85,,,16.12,95571312,126.2337427
13/05/2005,116.3,116.62,114.8,115.72,118.22,,,16.31999,85440496,123.2875587
16/05/2005,115.7,116.84,115.66,116.8,125.22,,,15.68,49351008,126.7044286
17/05/2005,116.42999,117.7,116.16,117.58,122.02,,,14.57,61411904,129.2494773
18/05/2005,118.07001,119.08,118.00999,118.78999,125.16,,,13.63,78052688,133.4128093
19/05/2005,119.02,119.41,118.7,119.28999,127.39,,,13.32,62850096,135.7182848
20/05/2005,119.34,119.39,118.74001,119.12,128.09,,,13.14,46424800,134.0300905
23/05/2005,119.21001,120.03999,119.19,119.78,131.23,,,12.95,51291600,136.5725141
24/05/2005,119.44,119.83,119.2,119.5,130.79,,,12.69,50997600,135.6642189
25/05/2005,119.35001,119.87,118.83,119.41,128.6,,,12.58,48481008,132.5299679
26/05/2005,119.78999,120.21001,119.62,120.05,129.17,,,12.24,43554192,135.5739715
27/05/2005,120.06,120.25,119.8,120.25,125.92,,,12.15,24641504,138.3824862
31/05/2005,120.08,120.17,119.39999,119.48,120.56,,,13.29,44926800,139.1110905
01/06/2005,119.52,120.92,119.45,120.5,127.65,,,12.36,69917680,143.1561268
02/06/2005,120.23,120.84,120.10001,120.75999,127.81,,,11.84,40481008,145.3374256
03/06/2005,120.55,120.89,119.73,120.14999,123.59,,,12.15,61052000,143.4059057
06/06/2005,120.02,120.2,119.55,120.03999,122.68,,,12.28,36332000,145.4961324
07/06/2005,120.39,121.25,120.00999,120.13,118.38,,,12.39,66684192,147.1560478
08/06/2005,120.42999,120.59,119.67,119.91,121.36,,,12.7,50022192,145.3071651
09/06/2005,119.74001,120.58,119.44,120.48,118.89,,,12.08,57162896,147.2272871
10/06/2005,120.56,120.64999,119.60001,120.2,118.48,,,11.96,36504096,146.6657577
13/06/2005,119.94,121.08,119.81,120.58,117.06,,,11.65,49501696,148.4561429
14/06/2005,120.45,121.2,120.38,120.86,120.13,,,11.79,34001600,151.0124848
15/06/2005,121.16,121.24001,120.23,121.09,118.55,,,11.46,53889904,153.2658773
16/06/2005,121.09,121.64,120.92,121.39999,119.11,,,11.15,46642304,156.3805681
17/06/2005,121.53999,121.89999,120.49001,121.36,119.51,,,11.48,53732800,158.9519033
20/06/2005,121.08,121.84,120.94,121.39999,121.29,,,11.47,42228096,156.6180634
21/06/2005,121.5,121.64999,121.03,121.47,123.75,,,11.08,40059200,155.6447349
22/06/2005,121.67999,121.94,121.07001,121.57001,123.98,,,11.05,46678400,157.7210564
23/06/2005,121.32001,121.60001,119.83,119.86,118.55,,,12.13,62813392,154.7190491
24/06/2005,119.88,120.0078,118.84,118.98,115.92,,,12.18,59186608,152.2767744
27/06/2005,118.97,119.41,118.75,119.14999,118.02,,,12.52,51163600,151.8631893
28/06/2005,119.39999,120.24001,119.37,120.14999,119.31,,,11.58,42615392,155.3541299
29/06/2005,120.37,120.39999,119.75999,119.83,118.46,,,11.77,43059008,157.0154547
30/06/2005,120.22,120.32001,118.95,119.17999,118.19,,,12.04,62301600,155.4921317
01/07/2005,119.45,119.8,119.21001,119.53,123.58,,,11.4,49786400,158.2264953
05/07/2005,119.25,120.64999,119.19,120.49001,123.74,,,11.68,51550192,161.3384417
06/07/2005,120.39,120.64999,119.41,119.48,121.08,,,12.27,54068800,159.3122968
07/07/2005,118.28999,119.95,118.25999,119.95,121.98,,,12.49,103262368,161.0443476
08/07/2005,119.97,121.32001,119.72,121.32001,125.02,,,11.45,64550608,165.2565234
11/07/2005,121.33,122.10001,121.31,121.94,121.16,,,11.28,49762496,168.7816711
12/07/2005,121.89,122.63,121.64,122.25999,114.08,,,10.95,52165008,170.577831
13/07/2005,122.27,122.52,121.99001,122.42999,117.08,,,10.84,41266000,168.601163
14/07/2005,122.98,123.44,122.49001,122.91,122.32,,,10.81,64775808,166.937833
15/07/2005,122.78999,123.03999,122.36,122.84,122.48,,,10.33,56137808,167.3893676
18/07/2005,122.5,122.63,122.05,122.35001,120.34,,,10.77,56816304,164.6797971
19/07/2005,122.71001,123.11,122.41,123.02,122.06,,,10.45,59507296,167.8262237
20/07/2005,122.59,123.73,122.3,123.44,119.56,,,10.23,69602496,171.4831533
21/07/2005,123.55,123.61,122.47,122.72,118.17,,,10.97,100791120,168.1450615
22/07/2005,122.88,123.56,122.63,123.53999,123.71,,,10.52,55933008,171.3620223
25/07/2005,123.41,123.95,122.85001,123.19,124.87,,,11.1,57591504,168.9421527
26/07/2005,123.23,123.53,122.37,123.34,128.46,,,10.99,42847504,170.7814402
27/07/2005,123.5,123.89,123.05,123.78999,123.21,,,10.36,45262704,172.6927385
28/07/2005,123.99001,124.64,123.64,124.57001,122.62,,,10.52,48448496,176.9612674
29/07/2005,124.41,124.63,123.5,123.74001,121.3,,,11.57,62446304,174.5762493
01/08/2005,123.83,124.03999,123.45,123.64999,122.04,,,12.08,42940704,176.2895746
02/08/2005,123.87,124.60001,123.74001,124.39,124.73,,,11.75,46241200,179.1685779
03/08/2005,124.25,124.74001,124.12,124.72,126.6,,,11.83,37197600,177.9132861
04/08/2005,124.23,124.31,123.57001,123.72,123.18,,,12.52,51043696,174.8398868
05/08/2005,123.45,123.98,122.67,122.88,124.87,,,12.48,53711104,170.6075064
08/08/2005,123.17,123.41,122.38,122.64999,125,,,13.21,48227008,168.0488913
09/08/2005,123.06,123.59,122.87,123.39,129.16,,,12.4,47522304,169.9808742
10/08/2005,123.82001,124.5,122.82001,123.33,124.07,,,12.38,73115632,172.0964379
11/08/2005,123.27,124.03,123.00999,123.82001,126.87,,,12.42,58860304,175.0086557
12/08/2005,123.57001,123.69,122.75,123.06,130.28,,,12.74,54814608,172.4738974
15/08/2005,123.22,123.87,122.83,123.82001,121.1,,,12.26,36227504,174.5750004
16/08/2005,123.44,123.52,122.09,122.21001,124.23,,,13.52,72265008,170.7020171
17/08/2005,122.19,122.87,122.03,122.2,126.12,,,13.3,62507696,169.2180603
18/08/2005,122.05,122.56,121.84,122.19,126.88,,,13.42,53546096,166.8638792
19/08/2005,122.63,122.82001,122.2,122.47,131.42,,,13.42,39955808,168.5461396
22/08/2005,122.58,123.23,121.88,122.47,128.65,,,13.42,69948320,170.8417143
23/08/2005,122.5,122.61,121.14999,122.24001,128.47,,,13.34,56743296,169.1441512
24/08/2005,121.94,122.73,121.09,121.14999,129.26,,,14.17,79135312,167.5135612
25/08/2005,121.35001,121.67,121.21001,121.59,133.49,,,13.73,35642000,169.5514673
26/08/2005,121.48,121.49001,120.67999,120.75999,135.54,,,13.72,61962304,166.1189681
29/08/2005,120.41,121.78,120.38,121.69,136.64,,,13.52,56183392,168.5602792
30/08/2005,121.25,121.3,120.39,121.05,127.27,,,13.65,74179872,166.9648311
31/08/2005,121.19,122.66,120.74001,122.58,122.61,,,12.6,102979312,171.16577
01/09/2005,122.50999,123.14999,121.14,122.49001,123.96,,,13.15,74582624,173.8283913
02/09/2005,122.85001,122.88,122.03999,122.27,124.85,,,13.57,47656304,172.1312069
06/09/2005,122.66,123.8,122.64999,123.7,124.65,,,12.93,57253808,175.9497251
07/09/2005,123.63,124.13,123.46001,123.91,122.84,,,12.52,41754304,177.1058538
08/09/2005,123.66,124,123.31,123.5,121.89,,,12.93,39070800,174.6314955
09/09/2005,123.83,124.74001,123.8,124.60001,124.37,,,11.98,44112304,178.0277999
12/09/2005,124.45,124.67,124.27,124.35001,122.2,,,11.65,33024608,176.5002747
13/09/2005,124.13,124.42,123.52,123.66,120.11,,,12.39,58479008,172.4462047
14/09/2005,123.75,123.92,123.02,123.21001,126.3,,,12.91,55195392,169.7460755
15/09/2005,123.50999,123.64999,122.89999,123.14999,125,,,12.49,73655808,168.638914
16/09/2005,123.28,123.74001,122.87,123.5,122.94,,,11.22,75425808,170.9878813
19/09/2005,123.47,123.55,122.64,123.09,123.85,,,12.14,53373696,168.1069092
20/09/2005,123.21001,123.61,121.87,122.05,121.28,,,12.64,84997120,164.8656095
21/09/2005,121.78999,121.87,120.78,120.91,120.4,,,13.79,94497808,161.389697
22/09/2005,120.95,121.66,120.44,121.34,121.85,,,13.33,84600368,159.6319304
23/09/2005,121.24001,121.89,120.89999,121.44,122.16,,,12.96,59368704,160.3610707
26/09/2005,122.02,122.24001,121.08,121.58,123.44,,,13.04,70425808,162.4841493
27/09/2005,121.52,121.99001,121.02,121.55,121.38,,,12.76,66151376,160.5064963
28/09/2005,121.91,122.12,121.2,121.67,121.45,,,12.63,58708496,159.9855083
29/09/2005,121.55,122.86,121.08,122.66,123.99,,,12.24,66645632,163.4402246
30/09/2005,122.62,123.03999,122.45,123.03999,115.23,,,11.92,47827104,166.0333189
03/10/2005,122.96001,123.34,122.45,122.60001,124.35,,,12.46,51015104,167.6618685
04/10/2005,122.78999,123.03,121.16,121.22,116.57,,,13.2,60779696,164.5894102
05/10/2005,121.25,121.31,119.57001,119.63,114.11,,,14.55,106061184,159.8443969
06/10/2005,119.78,120.25999,118.17,119.2,115.19,,,14.96,141120816,156.6490055
07/10/2005,119.7,120.05,119.13,119.61,117.01,,,14.59,75663120,159.0384986
10/10/2005,119.67999,119.71001,118.3,118.60001,117.14,,,15.55,52678608,155.1291082
11/10/2005,118.99001,119.39,118.32001,118.42999,117.99,,,15.63,75640688,152.8423711
12/10/2005,118.39,119.13,117.41,117.5,117.83,,,16.21999,100520496,147.8605861
13/10/2005,117.46001,118.08,116.88,117.42999,117.82,,,16.46999,99073120,144.0856688
14/10/2005,118.12,118.81,117.56,118.67,121.73,,,14.87,88654368,147.4327127
17/10/2005,118.77,119.27,118.45,119.11,122.73,,,14.67,68967808,149.0616183
18/10/2005,118.94,118.96001,117.8,117.82001,120.57,,,15.33,75013312,145.3360311
19/10/2005,117.56,119.8,117.12,119.78,115.27,,,13.5,116569184,148.3296953
20/10/2005,119.49001,119.81,117.3,117.67,122.32,,,16.10999,132087632,143.840537
21/10/2005,118.28999,118.78,117.50999,118.13,121.19,,,16.12999,96580624,147.254662
24/10/2005,118.44,120.09,118.41,119.96001,126.31,,,14.74,72345120,151.5681363
25/10/2005,119.72,120.24001,118.94,119.72,124.62,,,14.53,77054816,149.3106188
26/10/2005,119.50999,120.53999,119.19,119.37,122.83,,,14.59,82692496,145.9161545
27/10/2005,119.2,119.37,117.92999,118.10001,121.33,,,16.01999,68286816,142.0550802
28/10/2005,118.42999,119.95,118.10001,119.8,118.18,,,14.25,72959872,145.778318
31/10/2005,120.28999,121.3,120.13,120.13,122.5,,,15.32,80144880,149.6410958
01/11/2005,120.58,120.89999,120.22,120.49001,126.11,,,14.85,66996128,148.6472121
02/11/2005,120.17,121.75,120.13,121.75,121.02,,,13.48,74690880,152.4454573
03/11/2005,122.14999,122.66,121.75,122.27,122.41,,,13,84900880,153.3038524
04/11/2005,122.39999,122.46001,121.55,122.11,121.77,,,13.17,59156400,151.9405528
